,data,nuovi_positivi,nuovi_positivi_Tikhonov,Rt,Rt_interv_cred_min,Rt_interv_cred_max
260,2020-11-10 23:59:00,35098,34744.76237693566,1.1527615214490317,1.1407689285897653,1.1646567413161821
261,2020-11-11 23:59:00,32961,35044.20267963337,1.1351817835287243,1.123405669636265,1.1472445026437845
262,2020-11-12 23:59:00,37978,35271.71157364748,1.1186657834554872,1.1071681224435699,1.1305391523028483
263,2020-11-13 23:59:00,40902,35356.74621952384,1.1006393455394765,1.089298725572058,1.1120573332995485
264,2020-11-14 23:59:00,37255,35265.30914565536,1.0802796257460792,1.0687562738015197,1.091671703369817
265,2020-11-15 23:59:00,33979,35023.250976942894,1.0586337188309143,1.047564555350405,1.0698146849709629
266,2020-11-16 23:59:00,27354,34684.1206255666,1.0372786275921617,1.0265656110695014,1.048053761447724
267,2020-11-17 23:59:00,32191,34277.1785732316,1.0174129473922957,1.0068093562466676,1.0280026090757486
268,2020-11-18 23:59:00,34282,33765.87266317663,0.9974710413949904,0.9869799282612476,1.0078874305763348
269,2020-11-19 23:59:00,36176,33079.63509845232,0.9754174953447852,0.965085477318837,0.9860835206532085
270,2020-11-20 23:59:00,37242,32166.541225924662,0.9496040501360038,0.9395559894698102,0.9601361088305636
271,2020-11-21 23:59:00,34767,31040.82704690434,0.9206867552199787,0.9105429506640031,0.9314647667432204
272,2020-11-22 23:59:00,28337,29799.443078773213,0.891322015486726,0.8809688879687335,0.901275144238532
273,2020-11-23 23:59:00,22930,28587.883628860814,0.8659332989620775,0.8557558025618367,0.8757727049513746
